Timestep	MeanReward	BestMeanReward	episodes	exploration	learning_rate
1180000	-16.7	-16.03	2624	0.09595000000000001	9.775e-05
1190000	-16.74	-16.03	2640	0.095725	9.7625e-05
1200000	-17.03	-16.03	2656	0.0955	9.75e-05
1210000	-16.89	-16.03	2671	0.095275	9.737500000000001e-05
1220000	-17.05	-16.03	2688	0.09505000000000001	9.725e-05
1230000	-17.16	-16.03	2703	0.094825	9.7125e-05
1240000	-17.23	-16.03	2717	0.0946	9.7e-05
1250000	-17.39	-16.03	2734	0.094375	9.687500000000001e-05
1260000	-17.13	-16.03	2748	0.09415000000000001	9.675000000000001e-05
1270000	-16.88	-16.03	2765	0.09392500000000001	9.6625e-05
1280000	-16.82	-16.03	2781	0.0937	9.65e-05
1290000	-16.64	-16.03	2796	0.093475	9.6375e-05
1300000	-16.82	-16.03	2813	0.09325	9.625000000000001e-05
1310000	-16.39	-16.03	2828	0.09302500000000001	9.6125e-05
1320000	-16.05	-16.03	2843	0.09280000000000001	9.6e-05
1330000	-15.95	-15.95	2858	0.092575	9.5875e-05
1340000	-15.85	-15.81	2874	0.09235	9.575000000000001e-05
1350000	-15.84	-15.81	2890	0.09212500000000001	9.562500000000001e-05
1360000	-15.65	-15.63	2905	0.09190000000000001	9.55e-05
1370000	-15.61	-15.42	2921	0.091675	9.5375e-05
1380000	-15.73	-15.42	2936	0.09145	9.525000000000001e-05
1390000	-15.79	-15.42	2951	0.091225	9.512500000000001e-05
1400000	-15.87	-15.42	2965	0.091	9.5e-05
1410000	-15.77	-15.42	2980	0.09077500000000001	9.4875e-05
1420000	-15.77	-15.42	2995	0.09055	9.475e-05
1430000	-15.9	-15.42	3011	0.090325	9.462500000000001e-05
1440000	-15.9	-15.42	3026	0.0901	9.45e-05
1450000	-15.76	-15.42	3040	0.08987500000000001	9.4375e-05
1460000	-15.82	-15.42	3054	0.08965000000000001	9.425e-05
1470000	-15.98	-15.42	3069	0.089425	9.412500000000001e-05
1480000	-16.16	-15.42	3084	0.0892	9.400000000000001e-05
1490000	-16.32	-15.42	3098	0.088975	9.3875e-05
1500000	-16.35	-15.42	3114	0.08875000000000001	9.375e-05
1510000	-16.73	-15.42	3132	0.088525	9.3625e-05
1520000	-16.82	-15.42	3148	0.0883	9.350000000000001e-05
1530000	-16.79	-15.42	3163	0.088075	9.3375e-05
1540000	-16.4	-15.42	3177	0.08785	9.325e-05
1550000	-16.21	-15.42	3193	0.08762500000000001	9.3125e-05
1560000	-16.02	-15.42	3208	0.0874	9.300000000000001e-05
1570000	-15.85	-15.42	3223	0.087175	9.287500000000001e-05
1580000	-15.79	-15.42	3239	0.08695	9.275e-05
1590000	-15.97	-15.42	3254	0.08672500000000001	9.2625e-05
1600000	-15.87	-15.42	3269	0.08650000000000001	9.25e-05
1610000	-15.9	-15.42	3284	0.086275	9.237500000000001e-05
1620000	-15.96	-15.42	3299	0.08605	9.225e-05
1630000	-16.04	-15.42	3314	0.085825	9.2125e-05
1640000	-15.94	-15.42	3328	0.08560000000000001	9.2e-05
1650000	-15.89	-15.42	3343	0.085375	9.1875e-05
1660000	-15.86	-15.42	3358	0.08515	9.175000000000001e-05
1670000	-16.08	-15.42	3374	0.084925	9.1625e-05
1680000	-16.03	-15.42	3389	0.0847	9.15e-05
1690000	-16.01	-15.42	3405	0.08447500000000001	9.137500000000001e-05
1700000	-15.91	-15.42	3419	0.08425	9.125000000000001e-05
1710000	-16.03	-15.42	3434	0.084025	9.1125e-05
1720000	-15.93	-15.42	3449	0.0838	9.1e-05
1730000	-15.6	-15.42	3463	0.08357500000000001	9.0875e-05
1740000	-15.52	-15.42	3477	0.08335000000000001	9.075000000000001e-05
1750000	-15.63	-15.42	3490	0.083125	9.062500000000001e-05
1760000	-15.51	-15.42	3505	0.0829	9.05e-05
1770000	-15.46	-15.3	3519	0.082675	9.0375e-05
1780000	-15.46	-15.3	3534	0.08245	9.025e-05
1790000	-15.29	-15.21	3548	0.082225	9.012500000000001e-05
1800000	-15.3	-15.21	3563	0.082	9e-05
1810000	-15.27	-15.19	3577	0.081775	8.9875e-05
1820000	-15.39	-15.19	3593	0.08155000000000001	8.975e-05
1830000	-15.34	-15.17	3609	0.08132500000000001	8.962500000000001e-05
1840000	-15.44	-15.17	3625	0.0811	8.950000000000001e-05
1850000	-15.43	-15.17	3640	0.080875	8.9375e-05
1860000	-15.73	-15.17	3657	0.08065	8.925e-05
1870000	-16.1	-15.17	3670	0.080425	8.912500000000001e-05
1880000	-16.14	-15.17	3685	0.08020000000000001	8.900000000000001e-05
1890000	-16.26	-15.17	3700	0.079975	8.8875e-05
1900000	-16.19	-15.17	3715	0.07975	8.875e-05
1910000	-16.03	-15.17	3728	0.079525	8.8625e-05
1920000	-16.01	-15.17	3743	0.07930000000000001	8.850000000000001e-05
1930000	-15.81	-15.17	3757	0.079075	8.837500000000001e-05
1940000	-15.93	-15.17	3772	0.07885	8.825e-05
1950000	-16.25	-15.17	3785	0.078625	8.8125e-05
1960000	-16.4	-15.17	3799	0.0784	8.8e-05
1970000	-16.63	-15.17	3813	0.07817500000000001	8.787500000000001e-05
1980000	-16.76	-15.17	3828	0.07795	8.775e-05
1990000	-16.77	-15.17	3843	0.077725	8.7625e-05
2000000	-16.76	-15.17	3857	0.0775	8.75e-05
2010000	-16.44	-15.17	3872	0.07727500000000001	8.737500000000001e-05
2020000	-16.07	-15.17	3886	0.07705000000000001	8.725e-05
2030000	-15.77	-15.17	3900	0.076825	8.7125e-05
2040000	-15.34	-15.17	3913	0.0766	8.7e-05
2050000	-15.25	-15.17	3927	0.076375	8.687500000000001e-05
2060000	-15.3	-15.17	3942	0.07615	8.675000000000001e-05
2070000	-15.39	-15.17	3957	0.075925	8.6625e-05
2080000	-15.49	-15.17	3970	0.0757	8.65e-05
2090000	-15.58	-15.17	3984	0.075475	8.6375e-05
2100000	-15.52	-15.17	3997	0.07525	8.625000000000001e-05
2110000	-15.87	-15.17	4011	0.07502500000000001	8.6125e-05
2120000	-16.01	-15.17	4024	0.0748	8.6e-05
2130000	-15.93	-15.17	4038	0.074575	8.5875e-05
2140000	-16.05	-15.17	4052	0.07435	8.575000000000001e-05
2150000	-16.06	-15.17	4065	0.074125	8.562500000000001e-05
2160000	-16.15	-15.17	4078	0.07390000000000001	8.55e-05
2170000	-16.12	-15.17	4091	0.073675	8.5375e-05
2180000	-16.31	-15.17	4104	0.07345	8.525000000000001e-05
2190000	-15.97	-15.17	4117	0.073225	8.512500000000001e-05
2200000	-15.84	-15.17	4129	0.07300000000000001	8.5e-05
2210000	-15.86	-15.17	4142	0.072775	8.4875e-05
2220000	-15.99	-15.17	4155	0.07255	8.475e-05
2230000	-16.14	-15.17	4168	0.072325	8.462500000000001e-05
2240000	-16.18	-15.17	4179	0.0721	8.450000000000001e-05
2250000	-16.41	-15.17	4193	0.071875	8.4375e-05
2260000	-16.47	-15.17	4206	0.07165	8.425e-05
2270000	-17.06	-15.17	4219	0.071425	8.4125e-05
2280000	-17.53	-15.17	4233	0.0712	8.400000000000001e-05
2290000	-17.83	-15.17	4245	0.070975	8.3875e-05
2300000	-17.67	-15.17	4259	0.07075000000000001	8.375e-05
2310000	-17.41	-15.17	4274	0.070525	8.3625e-05
2320000	-17.16	-15.17	4287	0.0703	8.35e-05
2330000	-16.9	-15.17	4302	0.070075	8.337500000000001e-05
2340000	-16.43	-15.17	4318	0.06985	8.325e-05
2350000	-15.87	-15.17	4331	0.06962499999999999	8.3125e-05
2360000	-15.69	-15.17	4347	0.0694	8.3e-05
2370000	-15.58	-15.17	4362	0.069175	8.2875e-05
2380000	-15.61	-15.17	4378	0.06895000000000001	8.275e-05
2390000	-15.68	-15.17	4393	0.06872500000000001	8.2625e-05
2400000	-15.48	-15.17	4406	0.0685	8.25e-05
2410000	-15.36	-15.17	4421	0.068275	8.237500000000001e-05
2420000	-15.41	-15.17	4437	0.06805	8.225000000000001e-05
2430000	-15.13	-15.13	4450	0.067825	8.2125e-05
2440000	-15.15	-15.05	4464	0.0676	8.2e-05
2450000	-15.01	-15.01	4477	0.067375	8.1875e-05
2460000	-14.93	-14.91	4492	0.06715	8.175000000000001e-05
2470000	-15.15	-14.91	4506	0.06692500000000001	8.1625e-05
2480000	-15.29	-14.91	4521	0.06670000000000001	8.15e-05
2490000	-15.16	-14.91	4536	0.066475	8.1375e-05
2500000	-15.24	-14.91	4550	0.06625	8.125e-05
2510000	-15.42	-14.91	4563	0.066025	8.112500000000001e-05
2520000	-15.94	-14.91	4578	0.0658	8.1e-05
2530000	-16.12	-14.91	4592	0.065575	8.0875e-05
2540000	-16.34	-14.91	4605	0.06534999999999999	8.075000000000001e-05
2550000	-16.52	-14.91	4619	0.065125	8.062500000000001e-05
2560000	-16.81	-14.91	4632	0.0649	8.05e-05
2570000	-16.88	-14.91	4644	0.06467500000000001	8.0375e-05
2580000	-17.11	-14.91	4657	0.06445000000000001	8.025e-05
2590000	-17.13	-14.91	4670	0.064225	8.012500000000001e-05
2600000	-17.18	-14.91	4683	0.064	8e-05
2610000	-17.22	-14.91	4694	0.063775	7.9875e-05
2620000	-17.23	-14.91	4706	0.06355	7.975e-05
2630000	-17.33	-14.91	4719	0.063325	7.9625e-05
2640000	-17.43	-14.91	4731	0.0631	7.950000000000001e-05
2650000	-17.73	-14.91	4745	0.062875	7.9375e-05
2660000	-17.8	-14.91	4758	0.06265000000000001	7.925e-05
2670000	-17.88	-14.91	4771	0.062425	7.912500000000001e-05
2680000	-17.82	-14.91	4784	0.062200000000000005	7.900000000000001e-05
2690000	-17.93	-14.91	4797	0.061975	7.8875e-05
2700000	-17.68	-14.91	4807	0.06175	7.875e-05
2710000	-17.56	-14.91	4819	0.061525	7.8625e-05
2720000	-17.46	-14.91	4832	0.0613	7.850000000000001e-05
2730000	-17.24	-14.91	4844	0.061075000000000004	7.837500000000001e-05
2740000	-16.94	-14.91	4858	0.06085	7.825e-05
2750000	-16.39	-14.91	4871	0.060625	7.8125e-05
2760000	-16.04	-14.91	4884	0.0604	7.8e-05
2770000	-15.81	-14.91	4899	0.060175	7.787500000000001e-05
2780000	-15.66	-14.91	4913	0.05995	7.775e-05
2790000	-15.26	-14.91	4925	0.059725	7.7625e-05
2800000	-15.12	-14.91	4939	0.0595	7.75e-05
2810000	-14.8	-14.8	4953	0.059275	7.7375e-05
2820000	-14.86	-14.74	4965	0.05905	7.725000000000001e-05
2830000	-14.95	-14.74	4978	0.058825	7.7125e-05
2840000	-14.86	-14.74	4991	0.0586	7.7e-05
2850000	-14.72	-14.72	5003	0.058374999999999996	7.6875e-05
2860000	-14.62	-14.57	5017	0.05815	7.675e-05
2870000	-14.91	-14.57	5031	0.057925	7.6625e-05
2880000	-14.89	-14.57	5046	0.0577	7.65e-05
2890000	-14.79	-14.57	5059	0.057475000000000005	7.6375e-05
2900000	-15.01	-14.57	5074	0.05725	7.625000000000001e-05
2910000	-14.87	-14.57	5087	0.057025	7.612500000000001e-05
2920000	-15.03	-14.57	5100	0.0568	7.6e-05
2930000	-15.19	-14.57	5114	0.056575	7.5875e-05
2940000	-15.13	-14.57	5127	0.056350000000000004	7.575e-05
2950000	-15.01	-14.57	5139	0.056125	7.562500000000001e-05
2960000	-15.23	-14.57	5154	0.0559	7.55e-05
2970000	-15.09	-14.57	5166	0.055675	7.5375e-05
2980000	-15.14	-14.57	5181	0.05545	7.525e-05
2990000	-15.11	-14.57	5194	0.055225	7.5125e-05
3000000	-15.01	-14.57	5207	0.055	7.500000000000001e-05
3010000	-14.89	-14.57	5221	0.054775000000000004	7.4875e-05
3020000	-15.12	-14.57	5236	0.05455	7.475e-05
3030000	-15.09	-14.57	5250	0.054325000000000005	7.462500000000001e-05
3040000	-15.05	-14.57	5264	0.0541	7.45e-05
3050000	-15.11	-14.57	5278	0.053875000000000006	7.4375e-05
3060000	-15.04	-14.57	5292	0.053649999999999996	7.425e-05
3070000	-14.96	-14.57	5306	0.053425	7.4125e-05
3080000	-15.13	-14.57	5322	0.0532	7.400000000000001e-05
3090000	-14.77	-14.57	5336	0.052975	7.3875e-05
3100000	-14.86	-14.57	5350	0.05275	7.375e-05
3110000	-14.9	-14.57	5365	0.052525	7.3625e-05
3120000	-14.93	-14.57	5378	0.0523	7.35e-05
3130000	-14.98	-14.57	5392	0.052075	7.337500000000001e-05
3140000	-15.26	-14.57	5407	0.05185	7.325e-05
3150000	-15.13	-14.57	5421	0.051625000000000004	7.3125e-05
3160000	-15.24	-14.57	5435	0.051399999999999994	7.3e-05
3170000	-15.34	-14.57	5450	0.051175	7.2875e-05
3180000	-15.43	-14.57	5464	0.050949999999999995	7.275e-05
3190000	-15.39	-14.57	5477	0.050725	7.2625e-05
3200000	-15.6	-14.57	5492	0.050499999999999996	7.25e-05
3210000	-15.3	-14.57	5504	0.050275	7.237500000000001e-05
3220000	-15.34	-14.57	5516	0.05005	7.225e-05
3230000	-15.32	-14.57	5530	0.049825	7.2125e-05
3240000	-15.1	-14.57	5542	0.0496	7.2e-05
3250000	-14.92	-14.57	5554	0.049375	7.1875e-05
3260000	-14.79	-14.57	5568	0.049150000000000006	7.175000000000001e-05
3270000	-14.71	-14.57	5580	0.048924999999999996	7.1625e-05
3280000	-14.64	-14.57	5594	0.04870000000000001	7.15e-05
3290000	-14.7	-14.57	5607	0.048475	7.1375e-05
3300000	-14.47	-14.47	5619	0.04825	7.125000000000001e-05
3310000	-14.4	-14.4	5631	0.048025	7.112500000000001e-05
3320000	-14.65	-14.4	5641	0.0478	7.1e-05
3330000	-14.88	-14.4	5653	0.047575	7.0875e-05
3340000	-15.23	-14.4	5666	0.04735	7.075000000000001e-05
3350000	-15.67	-14.4	5678	0.047125	7.0625e-05
3360000	-16.0	-14.4	5690	0.046900000000000004	7.05e-05
3370000	-16.39	-14.4	5702	0.046674999999999994	7.0375e-05
3380000	-16.91	-14.4	5714	0.04645	7.025e-05
3390000	-17.33	-14.4	5727	0.046224999999999995	7.0125e-05
3400000	-17.71	-14.4	5740	0.046	7.000000000000001e-05
3410000	-17.85	-14.4	5753	0.045774999999999996	6.9875e-05
3420000	-17.72	-14.4	5765	0.04555	6.975e-05
3430000	-17.37	-14.4	5777	0.045325	6.9625e-05
3440000	-17.06	-14.4	5789	0.0451	6.950000000000001e-05
3450000	-16.67	-14.4	5800	0.044875	6.937499999999999e-05
3460000	-16.27	-14.4	5814	0.04465	6.925e-05
3470000	-15.84	-14.4	5827	0.04442499999999999	6.9125e-05
3480000	-15.31	-14.4	5841	0.044199999999999996	6.9e-05
3490000	-14.7	-14.4	5853	0.04397499999999999	6.887500000000001e-05
3500000	-14.53	-14.4	5866	0.04375	6.875e-05
3510000	-14.5	-14.4	5879	0.043525	6.8625e-05
3520000	-14.61	-14.4	5893	0.0433	6.850000000000001e-05
3530000	-14.85	-14.4	5907	0.043075	6.837500000000001e-05
3540000	-14.84	-14.4	5920	0.04285	6.825e-05
3550000	-14.84	-14.4	5933	0.042625	6.8125e-05
3560000	-14.97	-14.4	5945	0.0424	6.8e-05
3570000	-15.28	-14.4	5957	0.042175000000000004	6.787500000000001e-05
3580000	-15.09	-14.4	5969	0.041949999999999994	6.775e-05
3590000	-15.04	-14.4	5983	0.041725000000000005	6.7625e-05
3600000	-14.96	-14.4	5995	0.041499999999999995	6.75e-05
3610000	-14.86	-14.4	6008	0.041275	6.7375e-05
3620000	-14.91	-14.4	6022	0.041049999999999996	6.725000000000001e-05
3630000	-14.95	-14.4	6035	0.040825	6.7125e-05
3640000	-14.76	-14.4	6048	0.0406	6.7e-05
3650000	-14.77	-14.4	6060	0.040375	6.687500000000001e-05
3660000	-14.87	-14.4	6072	0.04015	6.675e-05
3670000	-14.92	-14.4	6085	0.039925	6.6625e-05
3680000	-14.77	-14.4	6097	0.03969999999999999	6.65e-05
3690000	-14.75	-14.4	6109	0.039474999999999996	6.6375e-05
3700000	-14.62	-14.4	6121	0.03924999999999999	6.625e-05
3710000	-14.4	-14.39	6133	0.039025	6.6125e-05
3720000	-14.51	-14.39	6146	0.038799999999999994	6.6e-05
3730000	-14.62	-14.39	6159	0.038575	6.5875e-05
3740000	-14.52	-14.39	6171	0.038349999999999995	6.575e-05
3750000	-14.4	-14.39	6183	0.038125	6.562500000000001e-05
3760000	-14.41	-14.35	6195	0.0379	6.55e-05
3770000	-14.29	-14.28	6206	0.037675	6.5375e-05
3780000	-14.26	-14.2	6219	0.03745	6.525000000000001e-05
3790000	-14.36	-14.2	6231	0.037224999999999994	6.5125e-05
3800000	-14.22	-14.2	6243	0.037000000000000005	6.500000000000001e-05
3810000	-14.04	-14.03	6255	0.036775	6.4875e-05
3820000	-14.14	-13.99	6267	0.03655	6.475e-05
3830000	-13.98	-13.95	6278	0.036324999999999996	6.462500000000001e-05
3840000	-13.97	-13.85	6289	0.03610000000000001	6.45e-05
3850000	-14.05	-13.85	6300	0.03587499999999999	6.4375e-05
3860000	-14.27	-13.85	6312	0.03565	6.425e-05
3870000	-14.47	-13.85	6325	0.035425	6.4125e-05
3880000	-14.45	-13.85	6335	0.035199999999999995	6.400000000000001e-05
3890000	-14.54	-13.85	6346	0.03497499999999999	6.3875e-05
3900000	-14.66	-13.85	6358	0.03475	6.375e-05
3910000	-14.76	-13.85	6368	0.034525	6.3625e-05
3920000	-15.1	-13.85	6379	0.0343	6.35e-05
3930000	-15.27	-13.85	6390	0.034074999999999994	6.337500000000001e-05
3940000	-15.35	-13.85	6401	0.033850000000000005	6.325e-05
3950000	-15.32	-13.85	6412	0.03362499999999999	6.3125e-05
3960000	-15.42	-13.85	6423	0.0334	6.300000000000001e-05
3970000	-15.48	-13.85	6434	0.033174999999999996	6.2875e-05
3980000	-15.46	-13.85	6447	0.03294999999999999	6.275000000000001e-05
3990000	-15.3	-13.85	6460	0.03272499999999999	6.262499999999999e-05
4000000	-15.26	-13.85	6474	0.0325	6.25e-05
4010000	-15.17	-13.85	6487	0.032275	6.237500000000001e-05
4020000	-15.05	-13.85	6501	0.032049999999999995	6.225e-05
4030000	-14.95	-13.85	6514	0.031825000000000006	6.2125e-05
4040000	-14.53	-13.85	6526	0.0316	6.2e-05
4050000	-14.55	-13.85	6539	0.031375	6.1875e-05
4060000	-14.64	-13.85	6552	0.031149999999999997	6.175000000000001e-05
4070000	-14.64	-13.85	6565	0.030924999999999994	6.162500000000001e-05
4080000	-14.62	-13.85	6578	0.03069999999999999	6.15e-05
4090000	-14.39	-13.85	6591	0.030475000000000002	6.137500000000001e-05
4100000	-14.46	-13.85	6604	0.03025	6.125e-05
4110000	-14.46	-13.85	6617	0.030024999999999996	6.112500000000001e-05
4120000	-14.61	-13.85	6631	0.029799999999999993	6.1e-05
4130000	-14.4	-13.85	6643	0.029575000000000004	6.0875e-05
4140000	-14.36	-13.85	6655	0.02935	6.075e-05
4150000	-14.33	-13.85	6668	0.029124999999999998	6.0625e-05
4160000	-14.4	-13.85	6681	0.028899999999999995	6.05e-05
4170000	-14.51	-13.85	6695	0.028674999999999992	6.0375000000000004e-05
4180000	-14.33	-13.85	6706	0.02844999999999999	6.025e-05
4190000	-14.38	-13.85	6719	0.028225	6.0125000000000005e-05
4200000	-14.34	-13.85	6731	0.027999999999999997	6e-05
4210000	-14.49	-13.85	6744	0.027774999999999994	5.9875000000000005e-05
4220000	-14.4	-13.85	6756	0.02754999999999999	5.975e-05
4230000	-14.3	-13.85	6768	0.027325000000000002	5.9625000000000006e-05
4240000	-14.39	-13.85	6781	0.0271	5.95e-05
4250000	-14.3	-13.85	6794	0.026874999999999996	5.9375e-05
4260000	-14.46	-13.85	6807	0.026650000000000007	5.9250000000000004e-05
4270000	-14.3	-13.85	6820	0.02642499999999999	5.9125e-05
4280000	-14.64	-13.85	6834	0.0262	5.9000000000000004e-05
4290000	-14.52	-13.85	6846	0.025974999999999998	5.8875e-05
4300000	-14.37	-13.85	6857	0.025749999999999995	5.8750000000000005e-05
4310000	-14.23	-13.85	6869	0.025524999999999992	5.8625e-05
4320000	-14.16	-13.85	6882	0.025300000000000003	5.8500000000000006e-05
4330000	-14.26	-13.85	6894	0.025075	5.8375e-05
4340000	-14.11	-13.85	6907	0.024849999999999997	5.8250000000000006e-05
4350000	-14.15	-13.85	6919	0.024624999999999994	5.8125e-05
4360000	-13.77	-13.77	6931	0.024400000000000005	5.800000000000001e-05
4370000	-13.85	-13.74	6943	0.024174999999999988	5.7875000000000004e-05
4380000	-14.08	-13.74	6956	0.02395	5.775e-05
4390000	-14.17	-13.74	6967	0.023724999999999996	5.7625e-05
4400000	-14.26	-13.74	6980	0.023499999999999993	5.75e-05
4410000	-14.28	-13.74	6992	0.02327499999999999	5.7375e-05
4420000	-14.25	-13.74	7004	0.02305	5.725e-05
4430000	-14.02	-13.74	7015	0.022824999999999998	5.7125e-05
4440000	-14.18	-13.74	7027	0.022599999999999995	5.7e-05
4450000	-14.23	-13.74	7039	0.022374999999999992	5.6875e-05
4460000	-14.41	-13.74	7052	0.022150000000000003	5.6750000000000004e-05
4470000	-14.32	-13.74	7066	0.021924999999999986	5.6625e-05
4480000	-14.29	-13.74	7078	0.021699999999999997	5.6500000000000005e-05
4490000	-14.14	-13.74	7090	0.021474999999999994	5.6375e-05
4500000	-14.19	-13.74	7103	0.02124999999999999	5.6250000000000005e-05
4510000	-14.21	-13.74	7115	0.021025000000000002	5.6125e-05
4520000	-14.19	-13.74	7128	0.0208	5.6e-05
4530000	-14.21	-13.74	7140	0.020574999999999996	5.5875e-05
4540000	-13.94	-13.74	7151	0.020349999999999993	5.575e-05
4550000	-13.86	-13.74	7163	0.020125000000000004	5.5625000000000004e-05
4560000	-13.75	-13.74	7174	0.0199	5.55e-05
